,model,price,mileage,cylinder,daysOnMarket,city,dealer,year,trim,driveline,transmission
1393,toyota_corolla,26730,10.0,4.0,13,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
1394,toyota_land cruiser,59703,10.0,4.0,41,Phoenix,Camelback Toyota,2024,1958,4X4,automatic
1395,toyota_gr corolla,39429,14.0,3.0,41,Phoenix,Camelback Toyota,2025,Core,AWD,
1396,toyota_rav4,35620,,4.0,0,Phoenix,Camelback Toyota,2025,XLE Premium,FWD,automatic
1397,toyota_rav4,27707,33059.0,4.0,5,Phoenix,Camelback Toyota,2021,XLE,FWD,automatic
1398,toyota_rav4,40086,10.0,4.0,14,Phoenix,Camelback Toyota,2025,Limited,FWD,automatic
1399,toyota_tacoma,43437,14.0,4.0,56,Phoenix,Camelback Toyota,2024,SR5,4X4,automatic
1400,toyota_tundra,52816,14.0,6.0,17,Phoenix,Camelback Toyota,2025,SR5,4X4,automatic
1401,toyota_tundra,61729,10.0,6.0,2,Phoenix,Camelback Toyota,2025,Limited,4X4,automatic
1402,toyota_corolla cross,30304,14.0,4.0,37,Phoenix,Camelback Toyota,2024,XLE,FWD,automatic
1403,toyota_corolla cross,31608,14.0,4.0,37,Phoenix,Camelback Toyota,2024,XLE,FWD,automatic
1404,toyota_corolla,19980,33179.0,4.0,34,Phoenix,Camelback Toyota,2020,LE,FWD,automatic
1405,toyota_land cruiser,58718,10.0,4.0,17,Phoenix,Camelback Toyota,2025,1958,4X4,
1406,toyota_corolla hatchback,27453,10.0,4.0,2,Phoenix,Camelback Toyota,2025,XSE,FWD,automatic
1407,toyota_rav4,23295,76572.0,4.0,14,Sanford,Seminole Toyota,2021,Adventure,AWD,automatic
1408,toyota_tacoma,55987,,4.0,34,Sanford,Seminole Toyota,2024,Limited,4X4,automatic
1409,toyota_camry,24595,17311.0,4.0,8,Sanford,Seminole Toyota,2023,SE,FWD,automatic
1410,toyota_camry,29295,2822.0,4.0,8,Sanford,Seminole Toyota,2024,SE,FWD,automatic
1411,toyota_rav4 hybrid,40517,2.0,4.0,122,Deerfield Beach,Toyota of Deerfield Beach,2024,XLE Premium,AWD,automatic
1412,toyota_sienna,34795,64980.0,4.0,28,Deerfield Beach,Toyota of Deerfield Beach,2021,XLE 8-Passenger,FWD,automatic
1413,toyota_sienna,44117,24981.0,4.0,5,Deerfield Beach,Toyota of Deerfield Beach,2023,XLE 7-Passenger,FWD,automatic
1414,toyota_tundra,43395,1422.0,6.0,8,Sanford,Seminole Toyota,2024,SR,4X4,automatic
1415,toyota_corolla,18195,26704.0,4.0,14,Sanford,Seminole Toyota,2023,LE,FWD,automatic
1416,toyota_corolla,15795,61217.0,4.0,14,Sanford,Seminole Toyota,2021,LE,FWD,automatic
1417,toyota_corolla,15795,63003.0,4.0,14,Sanford,Seminole Toyota,2021,LE,FWD,automatic
1418,toyota_4_runner,39895,15620.0,6.0,14,Sanford,Seminole Toyota,2024,SR5,RWD,automatic
1419,toyota_4_runner,13895,182747.0,6.0,14,Sanford,Seminole Toyota,2011,SR5,RWD,automatic
1420,toyota_corolla,23247,10.0,4.0,7,Phoenix,Camelback Toyota,2025,LE,FWD,automatic
1421,toyota_corolla cross hybrid,34750,10.0,4.0,7,Phoenix,Camelback Toyota,2025,XSE,AWD,automatic
1422,toyota_tacoma,43797,14.0,4.0,63,Phoenix,Camelback Toyota,2024,TRD Sport,RWD,automatic
1423,toyota_tacoma,47913,14.0,4.0,45,Phoenix,Camelback Toyota,2024,TRD Sport,4X4,automatic
1424,toyota_camry,33980,8880.0,4.0,11,Phoenix,Camelback Toyota,2024,XSE,FWD,automatic
1425,toyota_highlander,39488,16991.0,4.0,24,Phoenix,Camelback Toyota,2023,XLE,AWD,automatic
1426,toyota_tundra,54784,14.0,6.0,47,Phoenix,Camelback Toyota,2025,Limited,4X4,automatic
1427,toyota_tundra,52347,14.0,6.0,76,Phoenix,Camelback Toyota,2025,SR5,4X4,automatic
1428,toyota_tundra,62397,14.0,6.0,34,Phoenix,Camelback Toyota,2025,Limited,4X4,automatic
1429,toyota_corolla,28829,10.0,4.0,3,Phoenix,Camelback Toyota,2025,LE,FWD,automatic
1430,toyota_corolla,29068,10.0,4.0,3,Phoenix,Camelback Toyota,2025,XSE,FWD,automatic
1431,toyota_corolla cross,31628,14.0,4.0,34,Phoenix,Camelback Toyota,2024,XLE,FWD,automatic
1432,toyota_land cruiser,57638,10.0,4.0,3,Phoenix,Camelback Toyota,2025,1958,4X4,
1433,toyota_rav4,29611,38836.0,4.0,1,Phoenix,Camelback Toyota,2019,Adventure,AWD,automatic
1434,toyota_rav4,28888,33384.0,4.0,11,Phoenix,Camelback Toyota,2022,XLE,FWD,automatic
1435,toyota_tacoma,30888,23542.0,,27,Phoenix,Camelback Toyota,2022,SR5,RWD,automatic
1436,toyota_tacoma,18998,120820.0,4.0,11,Phoenix,Camelback Toyota,2016,SR,RWD,automatic
1437,toyota_highlander,34958,23175.0,4.0,43,Springfield,Reliable Lexus,2024,LE,FWD,automatic
1438,toyota_tundra,53795,2.0,6.0,34,Omaha,Village Pointe Toyota,2025,SR5,4X4,automatic
1439,toyota_tundra,66446,1.0,6.0,37,Omaha,Village Pointe Toyota,2025,1794 Edition,4X4,automatic
1440,toyota_tundra,53630,14.0,6.0,73,Phoenix,Camelback Toyota,2025,SR5,4X4,automatic
1441,toyota_tundra,64152,14.0,6.0,43,Phoenix,Camelback Toyota,2025,Platinum,4X4,automatic
1442,toyota_corolla,27523,14.0,4.0,42,Phoenix,Camelback Toyota,2025,LE,FWD,automatic
1443,toyota_corolla,26268,10.0,4.0,1,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
1444,toyota_land cruiser,57278,14.0,4.0,22,Phoenix,Camelback Toyota,2025,1958,4X4,
1445,toyota_rav4 hybrid,36859,10.0,4.0,1,Phoenix,Camelback Toyota,2025,SE,AWD,
1446,toyota_corolla hatchback,24418,14.0,4.0,22,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
1447,toyota_tacoma,33757,40553.0,6.0,6,Phoenix,Camelback Toyota,2017,SR V6,4X4,automatic
1448,toyota_tacoma,47651,14.0,4.0,22,Phoenix,Camelback Toyota,2024,TRD Off-Road,4X4,automatic
1449,toyota_tacoma,43838,14.0,4.0,62,Phoenix,Camelback Toyota,2024,SR5,4X4,automatic
1450,toyota_tacoma,51586,14.0,4.0,30,Phoenix,Camelback Toyota,2024,TRD Off-Road,4X4,automatic
1451,toyota_tacoma,47419,14.0,4.0,30,Phoenix,Camelback Toyota,2024,TRD Sport,4X4,automatic
1452,toyota_b_z4_x,24492,29459.0,,31,Colma,Serramonte Ford,2023,XLE,FWD,automatic
1453,toyota_camry hybrid,34571,12704.0,4.0,3,Phoenix,Bell Honda,2024,XLE,FWD,automatic
1454,toyota_corolla,16986,74871.0,4.0,10,Phoenix,Bell Honda,2021,LE,FWD,automatic
1455,toyota_highlander hybrid,41995,20771.0,4.0,11,Frisco,Crest Automotive,2022,Limited,FWD,automatic
1456,toyota_avalon,20901,123640.0,6.0,3,Grapevine,Texas Nissan,2021,Limited,FWD,automatic
1457,toyota_prius,15763,91464.0,1.0,4,Mesquite,Trophy Nissan,2017,Two,FWD,automatic
1458,toyota_highlander,31115,47590.0,6.0,27,Scottsdale,Van Chevrolet AZ,2019,Limited,FWD,automatic
1459,toyota_tacoma,26974,88414.0,6.0,7,Frisco,Crest Nissan,2019,TRD Off-Road,RWD,automatic
1460,toyota_camry,31427,14.0,4.0,22,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
1461,toyota_camry,39348,14.0,4.0,30,Phoenix,Camelback Toyota,2025,XSE,FWD,automatic
1462,toyota_camry,28464,14.0,4.0,22,Phoenix,Camelback Toyota,2025,LE,FWD,automatic
1463,toyota_camry,33993,10.0,4.0,1,Phoenix,Camelback Toyota,2025,XLE,FWD,automatic
1464,toyota_highlander,34998,33584.0,4.0,6,Phoenix,Camelback Toyota,2023,L,AWD,automatic
1465,toyota_tundra,57736,14.0,6.0,30,Phoenix,Camelback Toyota,2025,SR5,4X4,automatic
1466,toyota_tundra,53630,14.0,6.0,73,Phoenix,Camelback Toyota,2025,SR5,4X4,automatic
1467,toyota_tundra,64152,14.0,6.0,43,Phoenix,Camelback Toyota,2025,Platinum,4X4,automatic
1468,toyota_corolla,27523,14.0,4.0,42,Phoenix,Camelback Toyota,2025,LE,FWD,automatic
1469,toyota_corolla,26268,10.0,4.0,1,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
1470,toyota_land cruiser,57278,14.0,4.0,22,Phoenix,Camelback Toyota,2025,1958,4X4,
1471,toyota_rav4 hybrid,36859,10.0,4.0,1,Phoenix,Camelback Toyota,2025,SE,AWD,
1472,toyota_corolla hatchback,24418,14.0,4.0,22,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
1473,toyota_rav4,23295,76572.0,4.0,14,Sanford,Seminole Toyota,2021,Adventure,AWD,automatic
1474,toyota_tacoma,55987,,4.0,34,Sanford,Seminole Toyota,2024,Limited,4X4,automatic
1475,toyota_camry,24595,17311.0,4.0,8,Sanford,Seminole Toyota,2023,SE,FWD,automatic
1476,toyota_camry,29295,2822.0,4.0,8,Sanford,Seminole Toyota,2024,SE,FWD,automatic
1477,toyota_rav4 hybrid,40517,2.0,4.0,122,Deerfield Beach,Toyota of Deerfield Beach,2024,XLE Premium,AWD,automatic
1478,toyota_sienna,34795,64980.0,4.0,28,Deerfield Beach,Toyota of Deerfield Beach,2021,XLE 8-Passenger,FWD,automatic
1479,toyota_sienna,44117,24981.0,4.0,5,Deerfield Beach,Toyota of Deerfield Beach,2023,XLE 7-Passenger,FWD,automatic
1480,toyota_tundra,47089,5.0,6.0,44,Arlington,Vandergriff Toyota,2025,SR5,RWD,automatic
1481,toyota_tundra,47203,5.0,6.0,59,Arlington,Vandergriff Toyota,2025,SR5,RWD,automatic
1482,toyota_tundra,45573,13901.0,6.0,20,Arlington,Vandergriff Toyota,2023,SR5,4X4,automatic
1483,toyota_tundra hybrid,78179,5.0,6.0,2,Arlington,Vandergriff Toyota,2025,1794 Edition,4X4,automatic
1484,toyota_corolla,23109,5.0,4.0,2,Arlington,Vandergriff Toyota,2025,LE,FWD,automatic
1485,toyota_corolla,23651,,4.0,40,Arlington,Vandergriff Toyota,2025,LE,FWD,automatic
1486,toyota_corolla,19822,24662.0,4.0,72,Arlington,Vandergriff Toyota,2022,LE,FWD,automatic
1487,toyota_land cruiser,57889,5.0,4.0,2,Arlington,Vandergriff Toyota,2025,1958,4X4,automatic
1488,toyota_tacoma,35968,41593.0,6.0,3,Springfield,Reliable Lexus,2020,TRD Sport,4X4,automatic
1489,toyota_tundra,53467,1.0,6.0,71,Omaha,Village Pointe Toyota,2025,SR5,4X4,automatic
1490,toyota_prius,20958,80745.0,4.0,19,Springfield,Reliable Lexus,2021,L Eco,FWD,automatic
1491,toyota_4_runner,33967,57532.0,6.0,9,Springfield,Reliable Lexus,2018,SR5 Premium,4X4,automatic
1492,toyota_rav4,27969,13218.0,4.0,91,Richardson,Toyota of Richardson,2024,LE,AWD,automatic
1493,toyota_tacoma,49849,5.0,4.0,20,Richardson,Toyota of Richardson,2024,TRD Off-Road,4X4,automatic
1494,toyota_tacoma,46689,7.0,4.0,34,Dallas,Toyota of Dallas,2024,TRD Sport,4X4,automatic
1495,toyota_tacoma,35773,4.0,4.0,15,Richardson,Toyota of Richardson,2024,SR,RWD,automatic
1496,toyota_tacoma,23998,52833.0,,10,Richardson,Toyota of Richardson,2021,SR,RWD,automatic
1497,toyota_camry hybrid,24988,66535.0,4.0,10,Richardson,Toyota of Richardson,2022,SE Nightshade,FWD,automatic
1498,toyota_rav4 hybrid,34982,25764.0,4.0,53,Dallas,Toyota of Dallas,2021,Limited,AWD,automatic
1499,toyota_tundra,36988,39460.0,8.0,10,Richardson,Toyota of Richardson,2021,SR5,RWD,automatic
1500,toyota_tacoma,41093,4.0,4.0,101,Deerfield Beach,Toyota of Deerfield Beach,2024,SR5,4X4,automatic
1501,toyota_tacoma,38495,,4.0,36,Sanford,Seminole Toyota,2024,TRD PreRunner,RWD,automatic
1502,toyota_tacoma,43003,,4.0,56,Sanford,Seminole Toyota,2024,SR5,4X4,automatic
1503,toyota_crown signia,52343,,4.0,17,Sanford,Seminole Toyota,2025,Limited,AWD,automatic
1504,toyota_corolla,20995,19038.0,4.0,6,Deerfield Beach,Toyota of Deerfield Beach,2022,SE,FWD,automatic
1505,toyota_4_runner,38995,21820.0,6.0,58,Sanford,Seminole Toyota,2024,SR5,4X4,automatic
1506,toyota_gr corolla,43995,482.0,3.0,31,Sanford,Seminole Toyota,2024,Circuit Edition,AWD,manual
1507,toyota_c_hr,20995,49021.0,4.0,22,Deerfield Beach,Toyota of Deerfield Beach,2020,XLE,FWD,automatic
1508,toyota_rav4,33968,,4.0,0,Sanford,Seminole Toyota,2025,XLE,FWD,automatic
1509,toyota_tacoma,35604,,4.0,0,Sanford,Seminole Toyota,2024,SR,RWD,automatic
1510,toyota_camry,31173,,4.0,0,Sanford,Seminole Toyota,2025,LE,FWD,automatic
1511,toyota_sienna,57947,,,0,Sanford,Seminole Toyota,2025,XLE,FWD,automatic
1512,toyota_tundra,56890,,6.0,36,Sanford,Seminole Toyota,2025,SR5,RWD,automatic
1513,toyota_corolla,17597,29279.0,4.0,3,Deerfield Beach,Toyota of Deerfield Beach,2020,LE,FWD,automatic
1514,toyota_corolla hatchback,17795,64787.0,4.0,24,Deerfield Beach,Toyota of Deerfield Beach,2020,SE,FWD,manual
1515,toyota_rav4,26995,54296.0,4.0,13,Deerfield Beach,Toyota of Deerfield Beach,2021,XLE,FWD,automatic
1516,toyota_tacoma,41147,2.0,4.0,173,Deerfield Beach,Toyota of Deerfield Beach,2024,SR5,4X4,automatic
1517,toyota_tacoma,55987,,4.0,3,Sanford,Seminole Toyota,2024,Limited,4X4,automatic
1518,toyota_tundra,57510,,6.0,28,Sanford,Seminole Toyota,2025,SR5,4X4,automatic
1519,toyota_corolla,21995,47717.0,4.0,13,Deerfield Beach,Toyota of Deerfield Beach,2022,SE,FWD,automatic
1520,toyota_rav4,25995,44676.0,4.0,9,Deerfield Beach,Toyota of Deerfield Beach,2021,XLE Premium,FWD,automatic
1521,toyota_rav4,16491,78531.0,4.0,6,Sanford,Seminole Toyota,2016,XLE,AWD,automatic
1522,toyota_tacoma,41744,5.0,4.0,38,Deerfield Beach,Toyota of Deerfield Beach,2024,TRD Sport,RWD,automatic
1523,toyota_tacoma,46308,,4.0,134,Sanford,Seminole Toyota,2024,SR5,4X4,automatic
1524,toyota_camry,35427,,4.0,51,Sanford,Seminole Toyota,2025,SE,FWD,automatic
1525,toyota_camry,40960,,4.0,27,Sanford,Seminole Toyota,2025,XSE,FWD,automatic
1526,toyota_sienna,55595,9494.0,4.0,14,Deerfield Beach,Toyota of Deerfield Beach,2023,Platinum 7-Passenger,AWD,automatic
1527,toyota_tacoma,32591,42399.0,6.0,6,Sanford,Seminole Toyota,2021,SR5 V6,4X4,automatic
1528,toyota_tundra,43814,2.0,6.0,38,Deerfield Beach,Toyota of Deerfield Beach,2025,SR,RWD,automatic
1529,toyota_tundra,43395,4328.0,6.0,12,Sanford,Seminole Toyota,2024,SR5,RWD,automatic
1530,toyota_tundra,47995,,6.0,10,Sanford,Seminole Toyota,2024,SR5,4X4,automatic
1531,toyota_rav4,27969,13218.0,4.0,91,Richardson,Toyota of Richardson,2024,LE,AWD,automatic
1532,toyota_tacoma,49849,5.0,4.0,20,Richardson,Toyota of Richardson,2024,TRD Off-Road,4X4,automatic
1533,toyota_tacoma,46689,7.0,4.0,34,Dallas,Toyota of Dallas,2024,TRD Sport,4X4,automatic
1534,toyota_tacoma,35773,4.0,4.0,15,Richardson,Toyota of Richardson,2024,SR,RWD,automatic
1535,toyota_tacoma,23998,52833.0,,10,Richardson,Toyota of Richardson,2021,SR,RWD,automatic
1536,toyota_camry hybrid,24988,66535.0,4.0,10,Richardson,Toyota of Richardson,2022,SE Nightshade,FWD,automatic
1537,toyota_rav4 hybrid,34982,25764.0,4.0,53,Dallas,Toyota of Dallas,2021,Limited,AWD,automatic
1538,toyota_tundra,36988,39460.0,8.0,10,Richardson,Toyota of Richardson,2021,SR5,RWD,automatic
1539,toyota_corolla,20998,21665.0,4.0,10,Richardson,Toyota of Richardson,2024,LE,FWD,automatic
1540,toyota_tundra,57236,5.0,6.0,37,Arlington,Vandergriff Toyota,2025,Limited,4X4,automatic
1541,toyota_camry,28674,21796.0,4.0,59,Arlington,Vandergriff Toyota,2024,SE,FWD,automatic
1542,toyota_grand highlander,57949,,4.0,10,Arlington,Vandergriff Toyota,2024,Platinum,AWD,automatic
1543,toyota_tundra,52498,5.0,6.0,10,Arlington,Vandergriff Toyota,2025,SR5,4X4,automatic
1544,toyota_tundra,70957,6840.0,6.0,3,Arlington,Vandergriff Toyota,2024,TRD Pro HV,4X4,automatic
1545,toyota_tundra,75443,8.0,6.0,65,Arlington,Vandergriff Toyota,2025,Limited,4X4,automatic
1546,toyota_tacoma,28884,53621.0,6.0,0,Arlington,Vandergriff Toyota,2016,SR5 V6,4X4,automatic
1547,toyota_camry,27991,60912.0,4.0,10,Houston,Joe Myers Ford,2023,XSE,FWD,automatic
1548,toyota_tundra,52422,22518.0,6.0,18,Grapevine,Grapevine Ford,2024,Limited,4X4,automatic
1549,toyota_camry,28980,48514.0,6.0,0,Grapevine,Grapevine Ford,2020,TRD,FWD,automatic
1550,toyota_sienna,41750,56404.0,4.0,36,Grapevine,Grapevine Ford,2021,Platinum 7-Passenger,FWD,automatic
1551,toyota_camry,20901,39928.0,4.0,18,Grapevine,Texas Nissan,2023,LE,FWD,automatic
1552,toyota_corolla,18559,39733.0,4.0,15,Mesquite,Trophy Nissan,2022,LE,FWD,automatic
1553,toyota_tacoma,29874,45463.0,4.0,8,Frisco,Crest Nissan,2020,SR,RWD,automatic
1554,toyota_tundra,38447,25250.0,8.0,14,Frisco,Crest Nissan,2021,SR5,RWD,automatic
1555,toyota_tundra,65543,5.0,6.0,14,Decatur,Crown Toyota,2025,Limited,4X4,automatic
1556,toyota_4_runner,37495,45696.0,6.0,15,Buford,Mall Of Georgia Ford,2021,TRD Off-Road Premium,4X4,automatic
1557,toyota_camry,22980,51933.0,4.0,28,Phoenix,Camelback Ford,2022,SE,FWD,automatic
1558,toyota_4_runner,29991,87694.0,,0,Austin,Capital Chevrolet,2017,SR5,4X4,automatic
1559,toyota_corolla cross,24612,19331.0,,55,Austin,Capital Chevrolet,2024,LE,FWD,automatic
1560,toyota_corolla,19672,67583.0,4.0,23,Scottsdale,Pinnacle Nissan,2022,SE,FWD,automatic
1561,toyota_rav4,14500,106818.0,4.0,15,Cerritos,Cerritos Nissan,2015,LE,FWD,automatic
1562,toyota_prius,28999,28072.0,4.0,15,Cerritos,Cerritos Nissan,2024,XLE,FWD,automatic
1563,toyota_b_z4_x,24999,12172.0,,18,Cerritos,Cerritos Nissan,2023,Limited,FWD,automatic
1564,toyota_tacoma,18999,84610.0,4.0,0,Cerritos,Cerritos Nissan,2019,SR,RWD,automatic
1565,toyota_tundra,37999,26830.0,6.0,106,Cerritos,Cerritos Nissan,2023,SR5,RWD,automatic
1566,toyota_corolla,17799,81534.0,4.0,2,Cerritos,Cerritos Nissan,2021,SE,FWD,automatic
1567,toyota_camry,22798,38331.0,4.0,24,Lincoln,Husker Chevrolet,2023,LE,FWD,automatic
1568,toyota_crown,30498,25156.0,4.0,64,Lincoln,Husker Chevrolet,2024,XLE,AWD,automatic
1569,toyota_corolla cross,24612,19331.0,,55,Austin,Capital Chevrolet,2024,LE,FWD,automatic
1570,toyota_4_runner,29991,87694.0,,0,Austin,Capital Chevrolet,2017,SR5,4X4,automatic
1571,toyota_corolla cross,25991,20304.0,,52,Austin,Capital Chevrolet,2024,LE,FWD,automatic
1572,toyota_tacoma,22279,78139.0,,14,Evansville,Kenny Kent Chevrolet,2021,SR,RWD,automatic
1573,toyota_tundra,9988,251715.0,8.0,10,Peoria,Peoria Nissan,2007,SR5,4X4,automatic
1574,toyota_sequoia,77608,8.0,6.0,63,Decatur,Crown Toyota,2025,Limited,4X4,automatic
1575,toyota_tundra,65543,5.0,6.0,14,Decatur,Crown Toyota,2025,Limited,4X4,automatic
1576,toyota_corolla,12901,71725.0,4.0,6,Grapevine,Texas Toyota of Grapevine,2015,L,FWD,manual
1577,toyota_tacoma,35800,43423.0,6.0,13,Phoenix,Showcase Honda,2021,TRD Off-Road,4X4,automatic
1578,toyota_tacoma,26500,62386.0,6.0,13,Phoenix,Showcase Honda,2017,SR5 V6,RWD,automatic
1579,toyota_rav4,24600,52449.0,4.0,37,Phoenix,Showcase Honda,2023,LE,AWD,automatic
1580,toyota_rav4,33849,,4.0,1,Grapevine,Texas Toyota of Grapevine,2025,XLE,FWD,automatic
1581,toyota_tacoma,35901,12047.0,4.0,7,Grapevine,Texas Toyota of Grapevine,2024,TRD Sport,RWD,automatic
1582,toyota_tacoma,43304,10.0,4.0,22,San Antonio,North Park Toyota,2024,SR5,4X4,automatic
1583,toyota_tacoma,34679,10.0,4.0,7,San Antonio,North Park Toyota,2025,SR,RWD,
1584,toyota_tacoma,52526,,4.0,42,San Antonio,North Park Toyota,2024,Limited,4X4,automatic
1585,toyota_camry,40205,10.0,4.0,26,San Antonio,North Park Toyota,2025,XSE,FWD,automatic
1586,toyota_camry,22691,50292.0,4.0,6,San Antonio,North Park Toyota,2022,SE,FWD,automatic
1587,toyota_grand highlander,58934,,4.0,43,Grapevine,Texas Toyota of Grapevine,2024,Platinum,AWD,automatic
1588,toyota_tundra,37491,76465.0,6.0,3,San Antonio,North Park Toyota,2022,Limited,RWD,automatic
1589,toyota_tundra,59201,10.0,6.0,43,San Antonio,North Park Toyota,2025,SR5,4X4,automatic
1590,toyota_corolla cross hybrid,32146,,4.0,43,San Antonio,North Park Toyota,2024,SE,AWD,automatic
1591,toyota_grand highlander,62374,,4.0,1,Grapevine,Texas Toyota of Grapevine,2024,MAX Limited,AWD,automatic
1592,toyota_rav4,22451,35324.0,4.0,15,San Antonio,North Park Toyota,2019,LE,FWD,automatic
1593,toyota_highlander,40901,27344.0,4.0,7,Grapevine,Texas Toyota of Grapevine,2024,XSE,AWD,automatic
1594,toyota_highlander,40901,29792.0,4.0,8,Grapevine,Texas Toyota of Grapevine,2024,XSE,AWD,automatic
1595,toyota_tundra,50323,10.0,6.0,26,San Antonio,North Park Toyota,2025,SR5,RWD,automatic
1596,toyota_tundra,50288,10.0,6.0,26,San Antonio,North Park Toyota,2025,SR5,RWD,automatic
1597,toyota_tundra,58960,10.0,6.0,6,San Antonio,North Park Toyota,2025,Limited,4X4,automatic
1598,toyota_corolla,26503,1.0,4.0,1,Grapevine,Texas Toyota of Grapevine,2025,SE,FWD,automatic
1599,toyota_corolla cross,22801,25464.0,4.0,7,Grapevine,Texas Toyota of Grapevine,2024,LE,FWD,automatic
1600,toyota_camry,32066,10.0,4.0,6,San Antonio,North Park Toyota,2025,SE,FWD,automatic
1601,toyota_camry,22691,50292.0,4.0,6,San Antonio,North Park Toyota,2022,SE,FWD,automatic
1602,toyota_camry,21591,63310.0,4.0,6,San Antonio,North Park Toyota,2021,SE,FWD,automatic
1603,toyota_rav4 hybrid,37021,,4.0,1,Grapevine,Texas Toyota of Grapevine,2025,XLE,AWD,automatic
1604,toyota_grand highlander,62374,,4.0,1,Grapevine,Texas Toyota of Grapevine,2024,MAX Limited,AWD,automatic
1605,toyota_highlander hybrid,49492,10.0,4.0,6,San Antonio,North Park Toyota,2025,XLE,AWD,automatic
1606,toyota_highlander,31781,33809.0,4.0,6,San Antonio,North Park Toyota,2023,L,FWD,automatic
1607,toyota_highlander,40901,29792.0,4.0,8,Grapevine,Texas Toyota of Grapevine,2024,XSE,AWD,automatic
1608,toyota_tundra,50288,10.0,6.0,26,San Antonio,North Park Toyota,2025,SR5,RWD,automatic
1609,toyota_tundra,58960,10.0,6.0,6,San Antonio,North Park Toyota,2025,Limited,4X4,automatic
1610,toyota_grand highlander,58934,,4.0,43,Grapevine,Texas Toyota of Grapevine,2024,Platinum,AWD,automatic
1611,toyota_tundra,54072,4.0,6.0,43,Grapevine,Texas Toyota of Grapevine,2025,SR5,RWD,automatic
1612,toyota_corolla cross,23901,25498.0,4.0,27,Grapevine,Texas Toyota of Grapevine,2024,LE,FWD,automatic
1613,toyota_corolla cross hybrid,32146,,4.0,43,San Antonio,North Park Toyota,2024,SE,AWD,automatic
1614,toyota_corolla,26503,1.0,4.0,1,Grapevine,Texas Toyota of Grapevine,2025,SE,FWD,automatic
1615,toyota_corolla cross,22801,25464.0,4.0,7,Grapevine,Texas Toyota of Grapevine,2024,LE,FWD,automatic
1616,toyota_sequoia,68313,10.0,6.0,6,San Antonio,North Park Toyota,2025,SR5,RWD,automatic
1617,toyota_rav4,35992,,4.0,27,Grapevine,Texas Toyota of Grapevine,2025,XLE Premium,FWD,automatic
1618,toyota_rav4,24901,56428.0,2.0,28,Grapevine,Texas Toyota of Grapevine,2020,XLE Premium,FWD,automatic
1619,toyota_rav4,33106,8.0,4.0,49,Grapevine,Texas Toyota of Grapevine,2024,LE,AWD,automatic
1620,toyota_corolla,17901,35700.0,4.0,27,Grapevine,Texas Toyota of Grapevine,2023,LE,FWD,automatic
1621,toyota_corolla cross,23901,25498.0,4.0,27,Grapevine,Texas Toyota of Grapevine,2024,LE,FWD,automatic
1622,toyota_corolla cross hybrid,32146,10.0,4.0,43,San Antonio,North Park Toyota,2024,SE,AWD,automatic
1623,toyota_highlander hybrid,49492,10.0,4.0,6,San Antonio,North Park Toyota,2025,XLE,AWD,automatic
1624,toyota_highlander,31781,33809.0,4.0,6,San Antonio,North Park Toyota,2023,L,FWD,automatic
1625,toyota_corolla,18901,20442.0,4.0,30,Grapevine,Texas Toyota of Grapevine,2023,LE,FWD,automatic
1626,toyota_4_runner,31981,52391.0,6.0,6,San Antonio,North Park Toyota,2022,SR5,RWD,automatic
1627,toyota_c_hr,17901,57314.0,4.0,30,Grapevine,Texas Toyota of Grapevine,2019,XLE,FWD,automatic
1628,toyota_rav4,24901,46427.0,2.0,35,Grapevine,Texas Toyota of Grapevine,2021,XLE Premium,FWD,automatic
1629,toyota_rav4,27901,19288.0,2.0,31,Grapevine,Texas Toyota of Grapevine,2024,XLE,FWD,automatic
1630,toyota_rav4,26901,22888.0,2.0,35,Grapevine,Texas Toyota of Grapevine,2024,XLE,FWD,automatic
1631,toyota_camry,34025,3.0,4.0,28,Grapevine,Texas Toyota of Grapevine,2025,SE,FWD,automatic
